debugjTHB6:debugKHWM8,initialized,0,,1529818525539
debugjTHB6:debugKHWM8,window_resize,0,"[1024, 768]",1529818525539
debugLzjKn:debughTnXM,initialized,0,,1529813233751
debugLzjKn:debughTnXM,window_resize,0,"[1024, 768]",1529813233751
debugFI3it:debugK3dtk,initialized,0,,1529818129484
debugFI3it:debugK3dtk,window_resize,0,"[1024, 768]",1529818129484
debugokqs3:debugiA7GZ,initialized,0,,1529949175229
debugokqs3:debugiA7GZ,window_resize,1,"[1024, 768]",1529949175230
debugZWzLa:debugRHanK,initialized,0,,1529880144651
debugZWzLa:debugRHanK,window_resize,0,"[1024, 768]",1529880144651
debug6sfen:debugKVh1J,initialized,0,,1530049673279
debug6sfen:debugKVh1J,window_resize,0,"[1024, 768]",1530049673279
debug46CCc:debugLY4Oc,initialized,0,,1530060755870
debug46CCc:debugLY4Oc,window_resize,0,"[1024, 768]",1530060755870
debugW4ui0:debugjU1cP,initialized,0,,1530061138329
debugW4ui0:debugjU1cP,window_resize,0,"[1024, 768]",1530061138329
debugToXPJ:debuggUTA1,initialized,0,,1530654904471
debugToXPJ:debuggUTA1,window_resize,0,"[1024, 768]",1530654904471
debugANdUB:debug42Gfr,initialized,0,,1530655824424
debugANdUB:debug42Gfr,window_resize,0,"[1024, 768]",1530655824424
debug14K0B:debugVg66z,initialized,0,,1530655899378
debug14K0B:debugVg66z,window_resize,0,"[1024, 768]",1530655899378
debug14K0B:debugVg66z,focus,2162,off,1530655901540
debug14K0B:debugVg66z,focus,914,on,1530655902454
debug14K0B:debugVg66z,focus,557,off,1530655903011
debug14K0B:debugVg66z,focus,603,on,1530655903614
debugOxjGt:debugYRmQq,initialized,0,,1530656416171
debugOxjGt:debugYRmQq,window_resize,0,"[1024, 768]",1530656416171
debugWQw6S:debugWWdLS,initialized,0,,1530657954015
debugWQw6S:debugWWdLS,window_resize,0,"[1024, 768]",1530657954015
debugDwzPC:debugXP9Ke,initialized,0,,1530684355039
debugDwzPC:debugXP9Ke,window_resize,1,"[1024, 768]",1530684355040
debugu6h6e:debugFOhOU,initialized,0,,1530662699069
debugu6h6e:debugFOhOU,window_resize,0,"[1152, 1126]",1530662699069
debugu6h6e:debugFOhOU,window_resize,6766,"[1920, 1200]",1530662705835
debugu6h6e:debugFOhOU,focus,154397,off,1530662860232
debugu6h6e:debugFOhOU,focus,601226,on,1530663461458
debug37dk8:debugZUhrd,initialized,0,,1530664052837
debug37dk8:debugZUhrd,window_resize,0,"[1024, 768]",1530664052837
debugaWihx:debugIGCHl,initialized,0,,1530823490019
debugaWihx:debugIGCHl,window_resize,0,"[1024, 768]",1530823490019
