debug2c1Lf:debugsMnuf,initialized,0,,1530919505179
debug2c1Lf:debugsMnuf,window_resize,0,"[1024, 768]",1530919505179
debugFWuVq:debugAC6PE,initialized,0,,1531439016410
debugFWuVq:debugAC6PE,window_resize,0,"[1024, 746]",1531439016410
debugFWuVq:debugAC6PE,window_resize,14137,"[1440, 900]",1531439030547
debugX0dSN:debugfSwih,initialized,0,,1531353264342
debugX0dSN:debugfSwih,window_resize,1,"[1024, 768]",1531353264343
debugX0dSN:debugfSwih,window_resize,4495,"[2160, 1440]",1531353268838
debugX0dSN:debugfSwih,window_resize,5878,"[1964, 1309]",1531353274716
debugX0dSN:debugfSwih,window_resize,637,"[1728, 1152]",1531353275353
debugr4LtG:debug8zXpD,initialized,0,,1531350926923
debugr4LtG:debug8zXpD,window_resize,0,"[1024, 746]",1531350926923
debugr4LtG:debug8zXpD,window_resize,4957,"[1440, 900]",1531350931880
debugiz9SW:debuggIIRQ,initialized,0,,1531353096014
debugiz9SW:debuggIIRQ,window_resize,0,"[1024, 746]",1531353096014
debugiz9SW:debuggIIRQ,window_resize,3150,"[1280, 800]",1531353099164
debugiz9SW:debuggIIRQ,focus,1852803,off,1531354951967
debugiz9SW:debuggIIRQ,focus,780,on,1531354952747
debugiz9SW:debuggIIRQ,window_resize,176,"[1024, 746]",1531354952923
debugI3BTX:debugT1OIA,initialized,0,,1531351314778
debugI3BTX:debugT1OIA,window_resize,0,"[1280, 703]",1531351314778
debugI3BTX:debugT1OIA,window_resize,4509,"[1280, 800]",1531351319287
debugRcnsE:debugnTK3Q,initialized,0,,1531505727684
debugRcnsE:debugnTK3Q,window_resize,0,"[1024, 761]",1531505727684
debugRcnsE:debugnTK3Q,window_resize,4884,"[1440, 900]",1531505732568
debugNwwbo:debug1gGKr,initialized,0,,1531527431529
debugNwwbo:debug1gGKr,window_resize,0,"[1024, 746]",1531527431529
debugNwwbo:debug1gGKr,window_resize,4882,"[1440, 900]",1531527436411
debugaDdnl:debuglQ2Ym,initialized,0,,1531604360196
debugaDdnl:debuglQ2Ym,window_resize,0,"[1280, 703]",1531604360196
debugaDdnl:debuglQ2Ym,window_resize,3982,"[1280, 800]",1531604364178
debug5ydLp:debugh4bFc,initialized,0,,1531607725213
debug5ydLp:debugh4bFc,window_resize,1,"[1024, 746]",1531607725214
debug5ydLp:debugh4bFc,window_resize,15260,"[1440, 900]",1531607740474
